Accession,BioSample,Organism_Name,Species,Genus,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
MN217658,,Human astrovirus,Human astrovirus,,Astroviridae,HAstV-5,,452,partial,China: Shandong,China,Homo sapiens,,"Tao,Z., Xu,A.",2016,2021-09-17,ssRNA(+)
MN217659,,Human astrovirus,Human astrovirus,,Astroviridae,HAstV-5,,452,partial,China: Shandong,China,Homo sapiens,,"Tao,Z., Xu,A.",2016,2021-09-17,ssRNA(+)
MN217660,,Human astrovirus,Human astrovirus,,Astroviridae,HAstV-5,,452,partial,China: Shandong,China,Homo sapiens,,"Tao,Z., Xu,A.",2016,2021-09-17,ssRNA(+)
MN217661,,Human astrovirus,Human astrovirus,,Astroviridae,HAstV-5,,452,partial,China: Shandong,China,Homo sapiens,,"Tao,Z., Xu,A.",2016,2021-09-17,ssRNA(+)
MN217662,,Human astrovirus,Human astrovirus,,Astroviridae,HAstV-5,,452,partial,China: Shandong,China,Homo sapiens,,"Tao,Z., Xu,A.",2016,2021-09-17,ssRNA(+)
MN217663,,Human astrovirus,Human astrovirus,,Astroviridae,HAstV-5,,452,partial,China: Shandong,China,Homo sapiens,,"Tao,Z., Xu,A.",2016,2021-09-17,ssRNA(+)
MN217664,,Human astrovirus,Human astrovirus,,Astroviridae,HAstV-5,,452,partial,China: Shandong,China,Homo sapiens,,"Tao,Z., Xu,A.",2016,2021-09-17,ssRNA(+)
MN217665,,Human astrovirus,Human astrovirus,,Astroviridae,HAstV-5,,452,partial,China: Shandong,China,Homo sapiens,,"Tao,Z., Xu,A.",2016,2021-09-17,ssRNA(+)
MT906853,,Human astrovirus 4,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,BRA/TO-207,6680,partial,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2014,2021-09-15,ssRNA(+)
MT906854,,Human astrovirus 4,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,BRA/TO-71,6680,partial,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2015,2021-09-15,ssRNA(+)
MT906855,,Human astrovirus 4,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,BRA/TO-26,6686,partial,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2014,2021-09-15,ssRNA(+)
MT906856,,Human astrovirus 5,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,BRA/TO-65,6667,partial,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2015,2021-09-15,ssRNA(+)
MT906857,,Human astrovirus 5,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,BRA/TO-40,6782,partial,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2014,2021-09-15,ssRNA(+)
MT906858,,Human astrovirus 5,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,BRA/TO-57,6779,partial,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2014,2021-09-15,ssRNA(+)
MT906859,,Human astrovirus 5,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,BRA/TO-32,6741,partial,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2014,2021-09-15,ssRNA(+)
MZ515541,,Porcine astrovirus 4,Porcine astrovirus 4,Mamastrovirus,Astroviridae,,PC46-BC26-PAstV-5097-6215-AUS-2018,1122,partial,Australia,Australia,Sus scrofa domesticus,abdominal cavity,"Bhatta,T.R., Chamings,A., Alexandersen,S.",2018-09-13,2021-09-14,ssRNA(+)
MZ515542,,Porcine astrovirus 4,Porcine astrovirus 4,Mamastrovirus,Astroviridae,,PC46-BC26-PAstV-1959-2824-AUS-2018,869,partial,Australia,Australia,Sus scrofa domesticus,abdominal cavity,"Bhatta,T.R., Chamings,A., Alexandersen,S.",2018-09-13,2021-09-14,ssRNA(+)
MZ515543,,Porcine astrovirus 4,Porcine astrovirus 4,Mamastrovirus,Astroviridae,,PC46-BC26-PAstV-3268-3918-AUS-2018,651,partial,Australia,Australia,Sus scrofa domesticus,abdominal cavity,"Bhatta,T.R., Chamings,A., Alexandersen,S.",2018-09-13,2021-09-14,ssRNA(+)
MZ515544,,Porcine astrovirus 4,Porcine astrovirus 4,Mamastrovirus,Astroviridae,,PC46-BC26-PAstV-4902-5392-AUS-2018,484,partial,Australia,Australia,Sus scrofa domesticus,abdominal cavity,"Bhatta,T.R., Chamings,A., Alexandersen,S.",2018-09-13,2021-09-14,ssRNA(+)
MZ515545,,Porcine astrovirus 4,Porcine astrovirus 4,Mamastrovirus,Astroviridae,,PC46-BC26-PAstV-1605-2049-AUS-2018,442,partial,Australia,Australia,Sus scrofa domesticus,abdominal cavity,"Bhatta,T.R., Chamings,A., Alexandersen,S.",2018-09-13,2021-09-14,ssRNA(+)
MZ515546,,Porcine astrovirus 4,Porcine astrovirus 4,Mamastrovirus,Astroviridae,,PC46-BC26-PAstV-2827-3225-AUS-2018,399,partial,Australia,Australia,Sus scrofa domesticus,abdominal cavity,"Bhatta,T.R., Chamings,A., Alexandersen,S.",2018-09-13,2021-09-14,ssRNA(+)
MZ515547,,Porcine astrovirus 4,Porcine astrovirus 4,Mamastrovirus,Astroviridae,,PC46-BC26-PAstV-6428-6716-AUS-2018,289,partial,Australia,Australia,Sus scrofa domesticus,abdominal cavity,"Bhatta,T.R., Chamings,A., Alexandersen,S.",2018-09-13,2021-09-14,ssRNA(+)
MZ515548,,Porcine astrovirus 4,Porcine astrovirus 4,Mamastrovirus,Astroviridae,,PC46-BC26-PAstV-2268-2548-AUS-2018,281,partial,Australia,Australia,Sus scrofa domesticus,abdominal cavity,"Bhatta,T.R., Chamings,A., Alexandersen,S.",2018-09-13,2021-09-14,ssRNA(+)
MZ515549,,Porcine astrovirus 4,Porcine astrovirus 4,Mamastrovirus,Astroviridae,,PC46-BC26-PAstV-4674-4898-AUS-2018,225,partial,Australia,Australia,Sus scrofa domesticus,abdominal cavity,"Bhatta,T.R., Chamings,A., Alexandersen,S.",2018-09-13,2021-09-14,ssRNA(+)
MZ515550,,Porcine astrovirus 4,Porcine astrovirus 4,Mamastrovirus,Astroviridae,,PC46-BC26-PAstV-305-513-AUS-2018,209,partial,Australia,Australia,Sus scrofa domesticus,abdominal cavity,"Bhatta,T.R., Chamings,A., Alexandersen,S.",2018-09-13,2021-09-14,ssRNA(+)
MZ443626,,Nelson Astrovirus-like 1,Nelson Astrovirus-like 1,,Astroviridae,,Vvul_virus_58,5832,partial,New Zealand,New Zealand,,,"Remnant,E.J., Baty,J.W., Bulgarella,M., Dobelmann,J., Quinn,O., Gruber,M.A.M., Lester,P.J., Oliver,Q.",,2021-09-12,ssRNA(+)
MT832892,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,TO-98,6808,complete,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2015,2021-09-08,ssRNA(+)
MT832893,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,TO-160,6800,complete,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2015,2021-09-08,ssRNA(+)
MT832894,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,TO-162,6795,complete,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2011,2021-09-08,ssRNA(+)
MT832895,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,TO-171,6795,complete,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2015,2021-09-08,ssRNA(+)
MT832896,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,TO-208,6804,complete,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2015,2021-09-08,ssRNA(+)
MT832897,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,TO-161,6790,complete,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2015,2021-09-08,ssRNA(+)
MW504545,SAMN17022107,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15211_AST_len_6388_cov_52.529133,6388,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-07-18,2021-09-01,ssRNA(+)
MW504546,SAMN17022113,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15217_AST_len_6452_cov_17.307332,6452,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-11-18,2021-09-01,ssRNA(+)
MW504547,SAMN17022107,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15211_AST_len_3696_cov_139.405383,3696,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-07-18,2021-09-01,ssRNA(+)
MW504548,SAMN17022110,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15214_AST_len_3142_cov_186.152899,3142,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-09,2021-09-01,ssRNA(+)
MW504549,SAMN17022107,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15211_AST_len_3556_cov_745.981434,3556,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-07-18,2021-09-01,ssRNA(+)
MW504550,SAMN17022107,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15211_AST_len_6383_cov_846.694532,6383,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-07-18,2021-09-01,ssRNA(+)
MW504551,SAMN17022107,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15211_AST_len_5924_cov_1028.513035,5924,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-07-18,2021-09-01,ssRNA(+)
MW504552,SAMN17022110,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15214_AST_len_6117_cov_31.526724,6108,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-09,2021-09-01,ssRNA(+)
MW504553,SAMN17022112,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15216_AST_len_6394_cov_49.822685,6394,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-11-17,2021-09-01,ssRNA(+)
MW504554,SAMN17022109,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15213_AST_len_6398_cov_89.848021,6398,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-02,2021-09-01,ssRNA(+)
MW504555,SAMN17022113,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15217_AST_len_3186_cov_9.041840,3186,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-11-18,2021-09-01,ssRNA(+)
MW504556,SAMN17022105,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15209_AST_len_6414_cov_16.838497,6414,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-05-17,2021-09-01,ssRNA(+)
MW504557,SAMN17022113,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15217_AST_len_6431_cov_31.131274,6431,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-11-18,2021-09-01,ssRNA(+)
MW504558,SAMN17022112,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15216_AST_len_6470_cov_1464.991738,6470,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-11-17,2021-09-01,ssRNA(+)
MW504559,SAMN17022107,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15211_AST_len_6300_cov_172.501041,6300,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-07-18,2021-09-01,ssRNA(+)
MW504560,SAMN17022109,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15213_AST_len_6405_cov_45.141575,6405,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-02,2021-09-01,ssRNA(+)
MW504561,SAMN17022111,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15215_AST_len_6433_cov_73.331765,6433,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-18,2021-09-01,ssRNA(+)
MW504562,SAMN17022110,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15214_AST_len_6398_cov_287.341794,6398,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-09,2021-09-01,ssRNA(+)
MW504563,SAMN17022113,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15217_AST_len_6409_cov_36.668240,6409,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-11-18,2021-09-01,ssRNA(+)
MW504564,SAMN17022112,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15216_AST_len_3947_cov_18.593525,3947,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-11-17,2021-09-01,ssRNA(+)
MW504565,SAMN17022108,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15212_AST_len_6392_cov_43.742307,6392,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-08-30,2021-09-01,ssRNA(+)
MW504566,SAMN17022112,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15216_AST_len_3931_cov_1002.606295,3931,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-11-17,2021-09-01,ssRNA(+)
MW504567,SAMN17022110,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15214_AST_len_6394_cov_119.013882,6394,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-09,2021-09-01,ssRNA(+)
MW504568,SAMN17022111,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15215_AST_len_3912_cov_17.622245,3912,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-18,2021-09-01,ssRNA(+)
MW504569,SAMN17022106,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15210_AST_len_6256_cov_20.917755,6256,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-06-07,2021-09-01,ssRNA(+)
MW504570,SAMN17022107,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15211_AST_len_6632_cov_111.322335,6632,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-07-18,2021-09-01,ssRNA(+)
MW504571,SAMN17022107,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15211_AST_len_6232_cov_1330.863040,6232,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-07-18,2021-09-01,ssRNA(+)
MW504572,SAMN17022109,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15213_AST_len_6681_cov_706.788258,6681,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-02,2021-09-01,ssRNA(+)
MW504573,SAMN17022109,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15213_AST_len_6253_cov_80.443692,6253,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-02,2021-09-01,ssRNA(+)
MW504574,SAMN17022110,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15214_AST_len_3386_cov_52.965476,3386,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-09,2021-09-01,ssRNA(+)
MW504575,SAMN17022110,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15214_AST_len_3353_cov_26.593996,3353,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-09,2021-09-01,ssRNA(+)
MW504576,SAMN17022106,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15210_AST_len_6624_cov_2753.325011,6624,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-06-07,2021-09-01,ssRNA(+)
MW504577,SAMN17022113,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15217_AST_len_6652_cov_21.318023,6652,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-11-18,2021-09-01,ssRNA(+)
MW504578,SAMN17022109,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15213_AST_len_3548_cov_33.845119,3548,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-10-02,2021-09-01,ssRNA(+)
MW504579,SAMN17022112,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15216_AST_len_3310_cov_10.183717,3310,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-11-17,2021-09-01,ssRNA(+)
MW504580,SAMN17022108,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,15212_AST_len_4241_cov_88.617535,4241,partial,USA,USA,Sus scrofa,feces,"Ramesh,A., Bailey,E.S., Ahyong,V., Langelier,C., Phelps,M., Neff,N., Sit,R., Tato,C., DeRisi,J.L., Greer,A.G., Gray,G.C., Gary,G.",2018-08-30,2021-09-01,ssRNA(+)
MW714406,,Human astrovirus,Human astrovirus,,Astroviridae,,,315,partial,Brazil,Brazil,Homo sapiens,feces,"Luchs,A., Tardy,K., Tahmasebi,R., Morillo,S.G., Milagres,F.A.P., Morais,V.D.S., Brustulin,R., Teles,M.D.A.R., de Azevedo,L.S., de Souza,E.V., Medeiros,R.S., de Souza,Y.F.V.P., Araujo,E.L.L., Witkin,S.S., Deng,X., Delwart,E., Sabino,E.C., Leal,E., da Costa,A.C.",2015,2021-08-31,ssRNA(+)
